node,ldst,xdst,east,nrth,elev
54,1325,-86,562394.08,6814114.756,147.929992675781
54,1325,-84,562394.4,6814112.782,147.938003540039
54,1325,-82,562394.72,6814110.808,147.682998657227
54,1325,-80,562395.04,6814108.834,147.483001708984
54,1325,-78,562395.36,6814106.86,147.304992675781
54,1325,-76,562395.68,6814104.886,147.143005371094
54,1325,-74,562396,6814102.912,146.960998535156
54,1325,-72,562396.32,6814100.938,146.936996459961
54,1325,-70,562396.64,6814098.964,147.037994384766
54,1325,-68,562396.96,6814096.99,147.02099609375
54,1325,-66,562397.28,6814095.016,147.050003051758
54,1325,-64,562397.6,6814093.042,146.908004760742
54,1325,-62,562397.92,6814091.068,146.932006835938
54,1325,-60,562398.24,6814089.094,146.876998901367
54,1325,-58,562398.56,6814087.12,146.863998413086
54,1325,-56,562398.88,6814085.146,146.796997070312
54,1325,-54,562399.2,6814083.172,146.856994628906
54,1325,-52,562399.52,6814081.198,146.828002929688
54,1325,-50,562399.84,6814079.224,146.804000854492
54,1325,-48,562400.16,6814077.25,146.789993286133
54,1325,-46,562400.48,6814075.276,146.727005004883
54,1325,-44,562400.8,6814073.302,146.733993530273
54,1325,-42,562401.12,6814071.328,146.79899597168
54,1325,-40,562401.44,6814069.354,146.839004516602
54,1325,-38,562401.76,6814067.38,146.854995727539
54,1325,-36,562402.08,6814065.406,146.876007080078
54,1325,-34,562402.4,6814063.432,146.934005737305
54,1325,-32,562402.72,6814061.458,146.957000732422
54,1325,-30,562403.04,6814059.484,146.934997558594
54,1325,-28,562403.36,6814057.51,146.968994140625
54,1325,-26,562403.68,6814055.536,146.970001220703
54,1325,-24,562404,6814053.562,146.942001342773
54,1325,-22,562404.32,6814051.588,146.865005493164
54,1325,-20,562404.64,6814049.614,146.74299621582
54,1325,-18,562404.96,6814047.64,146.72900390625
54,1325,-16,562405.28,6814045.666,146.619995117188
54,1325,-14,562405.6,6814043.692,146.602996826172
54,1325,-12,562405.92,6814041.718,146.505004882812
54,1325,-10,562406.24,6814039.744,146.388000488281
54,1325,-8,562406.56,6814037.77,146.311996459961
54,1325,-6,562406.88,6814035.796,146.313003540039
54,1325,-4,562407.2,6814033.822,146.212997436523
54,1325,-2,562407.52,6814031.848,146.123001098633
54,1325,0,562407.84,6814029.874,145.992004394531
54,1325,2,562408.16,6814027.9,146.089996337891
54,1325,4,562408.48,6814025.926,146.458999633789
54,1325,6,562408.8,6814023.952,146.447006225586
54,1325,8,562409.12,6814021.978,146.401992797852
54,1325,10,562409.44,6814020.004,146.375
54,1325,12,562409.76,6814018.03,146.436004638672
54,1325,14,562410.08,6814016.056,146.514007568359
54,1325,16,562410.4,6814014.082,146.705001831055
54,1325,18,562410.72,6814012.108,146.835006713867
54,1325,20,562411.04,6814010.134,146.891998291016
54,1325,22,562411.36,6814008.16,147.044998168945
54,1325,24,562411.68,6814006.186,147.179000854492
54,1325,26,562412,6814004.212,147.322006225586
54,1325,28,562412.32,6814002.238,147.417999267578
54,1325,30,562412.64,6814000.264,147.483993530273
53,1300,-100,562402.049,6814132.126,148.281005859375
53,1300,-98,562402.643,6814130.216,148.175003051758
53,1300,-96,562403.237,6814128.306,148.141006469727
53,1300,-94,562403.831,6814126.396,148.022994995117
53,1300,-92,562404.425,6814124.486,147.63200378418
53,1300,-90,562405.019,6814122.576,147.643997192383
53,1300,-88,562405.613,6814120.666,147.514999389648
53,1300,-86,562406.207,6814118.756,147.839004516602
53,1300,-84,562406.801,6814116.846,147.966003417969
53,1300,-82,562407.395,6814114.936,148.188003540039
53,1300,-80,562407.989,6814113.026,148.179000854492
53,1300,-78,562408.583,6814111.116,147.998001098633
53,1300,-76,562409.177,6814109.206,147.863006591797
53,1300,-74,562409.771,6814107.296,147.85400390625
53,1300,-72,562410.365,6814105.386,147.710006713867
53,1300,-70,562410.959,6814103.476,147.699005126953
53,1300,-68,562411.553,6814101.566,147.600006103516
53,1300,-66,562412.147,6814099.656,147.554000854492
53,1300,-64,562412.741,6814097.746,147.485992431641
53,1300,-62,562413.335,6814095.836,147.481994628906
53,1300,-60,562413.929,6814093.926,147.410995483398
53,1300,-58,562414.523,6814092.016,147.367004394531
53,1300,-56,562415.117,6814090.106,147.279998779297
53,1300,-54,562415.711,6814088.196,147.164001464844
53,1300,-52,562416.305,6814086.286,147.001998901367
53,1300,-50,562416.899,6814084.376,146.936996459961
53,1300,-48,562417.493,6814082.466,146.871994018555
53,1300,-46,562418.087,6814080.556,146.841003417969
53,1300,-44,562418.681,6814078.646,146.804000854492
53,1300,-42,562419.275,6814076.736,146.766006469727
53,1300,-40,562419.869,6814074.826,146.886001586914
53,1300,-38,562420.463,6814072.916,146.940994262695
53,1300,-36,562421.057,6814071.006,146.953994750977
53,1300,-34,562421.651,6814069.096,146.863998413086
53,1300,-32,562422.245,6814067.186,146.936004638672
53,1300,-30,562422.839,6814065.276,146.910995483398
53,1300,-28,562423.433,6814063.366,146.901992797852
53,1300,-26,562424.027,6814061.456,146.90299987793
53,1300,-24,562424.621,6814059.546,146.912002563477
53,1300,-22,562425.215,6814057.636,146.880996704102
53,1300,-20,562425.809,6814055.726,146.927001953125
53,1300,-18,562426.403,6814053.816,146.774002075195
53,1300,-16,562426.997,6814051.906,146.686004638672
53,1300,-14,562427.591,6814049.996,146.628997802734
53,1300,-12,562428.185,6814048.086,146.511993408203
53,1300,-10,562428.779,6814046.176,146.320007324219
53,1300,-8,562429.373,6814044.266,146.151992797852
53,1300,-6,562429.967,6814042.356,146.134994506836
53,1300,-4,562430.561,6814040.446,146.121994018555
53,1300,-2,562431.155,6814038.536,146.136001586914
53,1300,0,562431.749,6814036.626,146.078994750977
53,1300,2,562432.343,6814034.716,146.335998535156
53,1300,4,562432.937,6814032.806,146.488006591797
53,1300,6,562433.531,6814030.896,146.514007568359
53,1300,8,562434.125,6814028.986,146.574005126953
53,1300,10,562434.719,6814027.076,146.578002929688
53,1300,12,562435.313,6814025.166,146.483993530273
53,1300,14,562435.907,6814023.256,146.567993164062
53,1300,16,562436.501,6814021.346,146.626998901367
53,1300,18,562437.095,6814019.436,146.649993896484
53,1300,20,562437.689,6814017.526,146.600006103516
53,1300,22,562438.283,6814015.616,146.768005371094
53,1300,24,562438.877,6814013.706,146.759994506836
53,1300,26,562439.471,6814011.796,146.791000366211
53,1300,28,562440.065,6814009.886,146.804992675781
53,1300,30,562440.659,6814007.976,146.848999023438
53,1300,32,562441.253,6814006.066,146.895004272461
53,1300,34,562441.847,6814004.156,146.985000610352
53,1300,36,562442.441,6814002.246,147.061004638672
53,1300,38,562443.035,6814000.336,147.166000366211
52,1275,-100,562422.8,6814139.326,148.404006958008
52,1275,-98,562423.452,6814137.434,148.378005981445
52,1275,-96,562424.104,6814135.542,148.360992431641
52,1275,-94,562424.756,6814133.65,148.391006469727
52,1275,-92,562425.408,6814131.758,148.380004882812
52,1275,-90,562426.06,6814129.866,148.378997802734
52,1275,-88,562426.712,6814127.974,148.356994628906
52,1275,-86,562427.364,6814126.082,148.333999633789
52,1275,-84,562428.016,6814124.19,148.332000732422
52,1275,-82,562428.668,6814122.298,148.227996826172
52,1275,-80,562429.32,6814120.406,148.235992431641
52,1275,-78,562429.972,6814118.514,148.263000488281
52,1275,-76,562430.624,6814116.622,148.27099609375
52,1275,-74,562431.276,6814114.73,148.233993530273
52,1275,-72,562431.928,6814112.838,148.229995727539
52,1275,-70,562432.58,6814110.946,148.361999511719
52,1275,-68,562433.232,6814109.054,148.345001220703
52,1275,-66,562433.884,6814107.162,148.281005859375
52,1275,-64,562434.536,6814105.27,148.270004272461
52,1275,-62,562435.188,6814103.378,148.236999511719
52,1275,-60,562435.84,6814101.486,148.102996826172
52,1275,-58,562436.492,6814099.594,148.011001586914
52,1275,-56,562437.144,6814097.702,147.910003662109
52,1275,-54,562437.796,6814095.81,147.761993408203
52,1275,-52,562438.448,6814093.918,147.684005737305
52,1275,-50,562439.1,6814092.026,147.679992675781
52,1275,-48,562439.752,6814090.134,147.483993530273
52,1275,-46,562440.404,6814088.242,147.384994506836
52,1275,-44,562441.056,6814086.35,147.205001831055
52,1275,-42,562441.708,6814084.458,147.091003417969
52,1275,-40,562442.36,6814082.566,146.925003051758
52,1275,-38,562443.012,6814080.674,146.876998901367
52,1275,-36,562443.664,6814078.782,146.858993530273
52,1275,-34,562444.316,6814076.89,146.925994873047
52,1275,-32,562444.968,6814074.998,146.936996459961
52,1275,-30,562445.62,6814073.106,146.891998291016
52,1275,-28,562446.272,6814071.214,146.850997924805
52,1275,-26,562446.924,6814069.322,146.921997070312
52,1275,-24,562447.576,6814067.43,146.947998046875
52,1275,-22,562448.228,6814065.538,146.934005737305
52,1275,-20,562448.88,6814063.646,146.940002441406
52,1275,-18,562449.532,6814061.754,146.854995727539
52,1275,-16,562450.184,6814059.862,146.884002685547
52,1275,-14,562450.836,6814057.97,146.684997558594
52,1275,-12,562451.488,6814056.078,146.531005859375
52,1275,-10,562452.14,6814054.186,146.203994750977
52,1275,-8,562452.792,6814052.294,146.110000610352
52,1275,-6,562453.444,6814050.402,146.255004882812
52,1275,-4,562454.096,6814048.51,146.309005737305
52,1275,-2,562454.748,6814046.618,146.119003295898
52,1275,0,562455.4,6814044.726,146.207992553711
52,1275,2,562456.052,6814042.834,146.494995117188
52,1275,4,562456.704,6814040.942,146.591995239258
52,1275,6,562457.356,6814039.05,146.63200378418
52,1275,8,562458.008,6814037.158,146.707000732422
52,1275,10,562458.66,6814035.266,146.720993041992
52,1275,12,562459.312,6814033.374,146.666000366211
52,1275,14,562459.964,6814031.482,146.679000854492
52,1275,16,562460.616,6814029.59,146.621002197266
52,1275,18,562461.268,6814027.698,146.67399597168
52,1275,20,562461.92,6814025.806,146.690002441406
52,1275,22,562462.572,6814023.914,146.776000976562
52,1275,24,562463.224,6814022.022,146.772003173828
52,1275,26,562463.876,6814020.13,146.781997680664
52,1275,28,562464.528,6814018.238,146.889007568359
52,1275,30,562465.18,6814016.346,146.990997314453
52,1275,32,562465.832,6814014.454,147.042999267578
52,1275,34,562466.484,6814012.562,147.091995239258
52,1275,36,562467.136,6814010.67,147.134002685547
52,1275,38,562467.788,6814008.778,147.147994995117
52,1275,40,562468.44,6814006.886,147.117004394531
52,1275,42,562469.092,6814004.994,147.128005981445
52,1275,44,562469.744,6814003.102,147.169998168945
52,1275,46,562470.396,6814001.21,147.195999145508
51,1250,-100,562446.326,6814147.401,148.27099609375
51,1250,-98,562446.98,6814145.511,148.311004638672
51,1250,-96,562447.634,6814143.621,148.412002563477
51,1250,-94,562448.288,6814141.731,148.399993896484
51,1250,-92,562448.942,6814139.841,148.432998657227
51,1250,-90,562449.596,6814137.951,148.311996459961
51,1250,-88,562450.25,6814136.061,148.319000244141
51,1250,-86,562450.904,6814134.171,148.376998901367
51,1250,-84,562451.558,6814132.281,148.38200378418
51,1250,-82,562452.212,6814130.391,148.373001098633
51,1250,-80,562452.866,6814128.501,148.408996582031
51,1250,-78,562453.52,6814126.611,148.324005126953
51,1250,-76,562454.174,6814124.721,148.401000976562
51,1250,-74,562454.828,6814122.831,148.393005371094
51,1250,-72,562455.482,6814120.941,148.333999633789
51,1250,-70,562456.136,6814119.051,148.406997680664
51,1250,-68,562456.79,6814117.161,148.438003540039
51,1250,-66,562457.444,6814115.271,148.389007568359
51,1250,-64,562458.098,6814113.381,148.445007324219
51,1250,-62,562458.752,6814111.491,148.490997314453
51,1250,-60,562459.406,6814109.601,148.417999267578
51,1250,-58,562460.06,6814107.711,148.268005371094
51,1250,-56,562460.714,6814105.821,148.182998657227
51,1250,-54,562461.368,6814103.931,148.141998291016
51,1250,-52,562462.022,6814102.041,148.026992797852
51,1250,-50,562462.676,6814100.151,147.901000976562
51,1250,-48,562463.33,6814098.261,147.822006225586
51,1250,-46,562463.984,6814096.371,147.697006225586
51,1250,-44,562464.638,6814094.481,147.529006958008
51,1250,-42,562465.292,6814092.591,147.414993286133
51,1250,-40,562465.946,6814090.701,147.388000488281
51,1250,-38,562466.6,6814088.811,147.292999267578
51,1250,-36,562467.254,6814086.921,147.167999267578
51,1250,-34,562467.908,6814085.031,147.123992919922
51,1250,-32,562468.562,6814083.141,147.044006347656
51,1250,-30,562469.216,6814081.251,147.013000488281
51,1250,-28,562469.87,6814079.361,146.983001708984
51,1250,-26,562470.524,6814077.471,146.998001098633
51,1250,-24,562471.178,6814075.581,146.899993896484
51,1250,-22,562471.832,6814073.691,146.936996459961
51,1250,-20,562472.486,6814071.801,146.891998291016
51,1250,-18,562473.14,6814069.911,146.79899597168
51,1250,-16,562473.794,6814068.021,146.763000488281
51,1250,-14,562474.448,6814066.131,146.671005249023
51,1250,-12,562475.102,6814064.241,146.313995361328
51,1250,-10,562475.756,6814062.351,146.147003173828
51,1250,-8,562476.41,6814060.461,146.171005249023
51,1250,-6,562477.064,6814058.571,146.210998535156
51,1250,-4,562477.718,6814056.681,146.218002319336
51,1250,-2,562478.372,6814054.791,146.087005615234
51,1250,0,562479.026,6814052.901,146.304000854492
51,1250,2,562479.68,6814051.011,146.311004638672
51,1250,4,562480.334,6814049.121,146.516998291016
51,1250,6,562480.988,6814047.231,146.593994140625
51,1250,8,562481.642,6814045.341,146.720993041992
51,1250,10,562482.296,6814043.451,146.770004272461
51,1250,12,562482.95,6814041.561,146.751998901367
51,1250,14,562483.604,6814039.671,146.804000854492
51,1250,16,562484.258,6814037.781,146.835998535156
51,1250,18,562484.912,6814035.891,146.919998168945
51,1250,20,562485.566,6814034.001,146.914001464844
51,1250,22,562486.22,6814032.111,146.930999755859
51,1250,24,562486.874,6814030.221,146.86799621582
51,1250,26,562487.528,6814028.331,146.835998535156
51,1250,28,562488.182,6814026.441,146.889007568359
51,1250,30,562488.836,6814024.551,146.889007568359
51,1250,32,562489.49,6814022.661,146.82600402832
51,1250,34,562490.144,6814020.771,146.861999511719
51,1250,36,562490.798,6814018.881,146.910995483398
51,1250,38,562491.452,6814016.991,146.957000732422
51,1250,40,562492.106,6814015.101,146.994003295898
51,1250,42,562492.76,6814013.211,147.037994384766
51,1250,44,562493.414,6814011.321,147.128997802734
51,1250,46,562494.068,6814009.431,147.177001953125
51,1250,48,562494.722,6814007.541,147.231994628906
51,1250,50,562495.376,6814005.651,147.324005126953
51,1250,52,562496.03,6814003.761,147.449996948242
51,1250,54,562496.684,6814001.871,147.473007202148
50,1225,-100,562471.248,6814155.986,148.363006591797
50,1225,-98,562471.876,6814154.088,148.393005371094
50,1225,-96,562472.504,6814152.19,148.421005249023
50,1225,-94,562473.132,6814150.292,148.365997314453
50,1225,-92,562473.76,6814148.394,148.410995483398
50,1225,-90,562474.388,6814146.496,148.391006469727
50,1225,-88,562475.016,6814144.598,148.345993041992
50,1225,-86,562475.644,6814142.7,148.313995361328
50,1225,-84,562476.272,6814140.802,148.24299621582
50,1225,-82,562476.9,6814138.904,148.212005615234
50,1225,-80,562477.528,6814137.006,148.261001586914
50,1225,-78,562478.156,6814135.108,148.274993896484
50,1225,-76,562478.784,6814133.21,148.132995605469
50,1225,-74,562479.412,6814131.312,148.106002807617
50,1225,-72,562480.04,6814129.414,148.070007324219
50,1225,-70,562480.668,6814127.516,148.09700012207
50,1225,-68,562481.296,6814125.618,148.171005249023
50,1225,-66,562481.924,6814123.72,148.139999389648
50,1225,-64,562482.552,6814121.822,148.190002441406
50,1225,-62,562483.18,6814119.924,148.061004638672
50,1225,-60,562483.808,6814118.026,148.02799987793
50,1225,-58,562484.436,6814116.128,148.050003051758
50,1225,-56,562485.064,6814114.23,148.018997192383
50,1225,-54,562485.692,6814112.332,148.009002685547
50,1225,-52,562486.32,6814110.434,148.033996582031
50,1225,-50,562486.948,6814108.536,147.824005126953
50,1225,-48,562487.576,6814106.638,147.716995239258
50,1225,-46,562488.204,6814104.74,147.610992431641
50,1225,-44,562488.832,6814102.842,147.539993286133
50,1225,-42,562489.46,6814100.944,147.453994750977
50,1225,-40,562490.088,6814099.046,147.369995117188
50,1225,-38,562490.716,6814097.148,147.236999511719
50,1225,-36,562491.344,6814095.25,147.14599609375
50,1225,-34,562491.972,6814093.352,147.162002563477
50,1225,-32,562492.6,6814091.454,147.123992919922
50,1225,-30,562493.228,6814089.556,147.145004272461
50,1225,-28,562493.856,6814087.658,147.074996948242
50,1225,-26,562494.484,6814085.76,147.136001586914
50,1225,-24,562495.112,6814083.862,146.981994628906
50,1225,-22,562495.74,6814081.964,146.908996582031
50,1225,-20,562496.368,6814080.066,146.884002685547
50,1225,-18,562496.996,6814078.168,146.863998413086
50,1225,-16,562497.624,6814076.27,146.705993652344
50,1225,-14,562498.252,6814074.372,146.531997680664
50,1225,-12,562498.88,6814072.474,146.317001342773
50,1225,-10,562499.508,6814070.576,146.309005737305
50,1225,-8,562500.136,6814068.678,146.199996948242
50,1225,-6,562500.764,6814066.78,146.007995605469
50,1225,-4,562501.392,6814064.882,145.910995483398
50,1225,-2,562502.02,6814062.984,146.251007080078
50,1225,0,562502.648,6814061.086,146.380004882812
50,1225,2,562503.276,6814059.188,146.514007568359
50,1225,4,562503.904,6814057.29,146.546005249023
50,1225,6,562504.532,6814055.392,146.660995483398
50,1225,8,562505.16,6814053.494,146.708999633789
50,1225,10,562505.788,6814051.596,146.774993896484
50,1225,12,562506.416,6814049.698,146.766006469727
50,1225,14,562507.044,6814047.8,146.761001586914
50,1225,16,562507.672,6814045.902,146.740997314453
50,1225,18,562508.3,6814044.004,146.695999145508
50,1225,20,562508.928,6814042.106,146.822998046875
50,1225,22,562509.556,6814040.208,146.869995117188
50,1225,24,562510.184,6814038.31,146.919006347656
50,1225,26,562510.812,6814036.412,147.007995605469
50,1225,28,562511.44,6814034.514,147.014007568359
50,1225,30,562512.068,6814032.616,147.171005249023
50,1225,32,562512.696,6814030.718,147.087997436523
50,1225,34,562513.324,6814028.82,147.031005859375
50,1225,36,562513.952,6814026.922,147.083999633789
50,1225,38,562514.58,6814025.024,147.069000244141
50,1225,40,562515.208,6814023.126,147.00700378418
50,1225,42,562515.836,6814021.228,147.026992797852
50,1225,44,562516.464,6814019.33,147.039001464844
50,1225,46,562517.092,6814017.432,146.953002929688
50,1225,48,562517.72,6814015.534,147.117004394531
50,1225,50,562518.348,6814013.636,147.171005249023
50,1225,52,562518.976,6814011.738,147.255996704102
50,1225,54,562519.604,6814009.84,147.29899597168
50,1225,56,562520.232,6814007.942,147.263000488281
50,1225,58,562520.86,6814006.044,147.266006469727
50,1225,60,562521.488,6814004.146,147.203002929688
50,1225,62,562522.116,6814002.248,147.22200012207
50,1225,64,562522.744,6814000.35,147.294006347656
49,1200,-100,562502.955,6814165.751,148.410995483398
49,1200,-98,562503.425,6814163.807,148.354995727539
49,1200,-96,562503.895,6814161.863,148.365005493164
49,1200,-94,562504.365,6814159.919,148.369003295898
49,1200,-92,562504.835,6814157.975,148.401000976562
49,1200,-90,562505.305,6814156.031,148.466995239258
49,1200,-88,562505.775,6814154.087,148.337005615234
49,1200,-86,562506.245,6814152.143,148.322998046875
49,1200,-84,562506.715,6814150.199,148.302001953125
49,1200,-82,562507.185,6814148.255,148.360000610352
49,1200,-80,562507.655,6814146.311,148.300994873047
49,1200,-78,562508.125,6814144.367,148.348999023438
49,1200,-76,562508.595,6814142.423,148.313995361328
49,1200,-74,562509.065,6814140.479,148.384002685547
49,1200,-72,562509.535,6814138.535,148.313995361328
49,1200,-70,562510.005,6814136.591,148.300994873047
49,1200,-68,562510.475,6814134.647,148.333999633789
49,1200,-66,562510.945,6814132.703,148.36799621582
49,1200,-64,562511.415,6814130.759,148.203002929688
49,1200,-62,562511.885,6814128.815,148.024993896484
49,1200,-60,562512.355,6814126.871,147.975997924805
49,1200,-58,562512.825,6814124.927,147.927993774414
49,1200,-56,562513.295,6814122.983,147.848999023438
49,1200,-54,562513.765,6814121.039,147.832000732422
49,1200,-52,562514.235,6814119.095,147.886001586914
49,1200,-50,562514.705,6814117.151,147.707000732422
49,1200,-48,562515.175,6814115.207,147.630004882812
49,1200,-46,562515.645,6814113.263,147.485000610352
49,1200,-44,562516.115,6814111.319,147.401992797852
49,1200,-42,562516.585,6814109.375,147.430999755859
49,1200,-40,562517.055,6814107.431,147.296997070312
49,1200,-38,562517.525,6814105.487,147.205993652344
49,1200,-36,562517.995,6814103.543,147.195999145508
49,1200,-34,562518.465,6814101.599,147.190002441406
49,1200,-32,562518.935,6814099.655,147.201995849609
49,1200,-30,562519.405,6814097.711,147.139007568359
49,1200,-28,562519.875,6814095.767,147.177993774414
49,1200,-26,562520.345,6814093.823,147.09700012207
49,1200,-24,562520.815,6814091.879,146.983993530273
49,1200,-22,562521.285,6814089.935,146.938003540039
49,1200,-20,562521.755,6814087.991,146.889007568359
49,1200,-18,562522.225,6814086.047,146.861999511719
49,1200,-16,562522.695,6814084.103,146.785995483398
49,1200,-14,562523.165,6814082.159,146.611999511719
49,1200,-12,562523.635,6814080.215,146.509002685547
49,1200,-10,562524.105,6814078.271,146.417007446289
49,1200,-8,562524.575,6814076.327,146.371002197266
49,1200,-6,562525.045,6814074.383,146.253005981445
49,1200,-4,562525.515,6814072.439,146.263000488281
49,1200,-2,562525.985,6814070.495,146.164001464844
49,1200,0,562526.455,6814068.551,146.203994750977
49,1200,2,562526.925,6814066.607,146.164993286133
49,1200,4,562527.395,6814064.663,146.184997558594
49,1200,6,562527.865,6814062.719,146.246002197266
49,1200,8,562528.335,6814060.775,146.416000366211
49,1200,10,562528.805,6814058.831,146.550003051758
49,1200,12,562529.275,6814056.887,146.733001708984
49,1200,14,562529.745,6814054.943,146.794998168945
49,1200,16,562530.215,6814052.999,146.84700012207
49,1200,18,562530.685,6814051.055,146.942993164062
49,1200,20,562531.155,6814049.111,146.819000244141
49,1200,22,562531.625,6814047.167,146.654998779297
49,1200,24,562532.095,6814045.223,146.757995605469
49,1200,26,562532.565,6814043.279,146.860000610352
49,1200,28,562533.035,6814041.335,146.856994628906
49,1200,30,562533.505,6814039.391,146.876007080078
49,1200,32,562533.975,6814037.447,146.958999633789
49,1200,34,562534.445,6814035.503,146.886001586914
49,1200,36,562534.915,6814033.559,146.990997314453
49,1200,38,562535.385,6814031.615,146.921005249023
49,1200,40,562535.855,6814029.671,146.95100402832
49,1200,42,562536.325,6814027.727,147.04899597168
49,1200,44,562536.795,6814025.783,147.074005126953
49,1200,46,562537.265,6814023.839,146.985992431641
49,1200,48,562537.735,6814021.895,147.132995605469
49,1200,50,562538.205,6814019.951,147.054992675781
49,1200,52,562538.675,6814018.007,147.177993774414
49,1200,54,562539.145,6814016.063,147.238006591797
49,1200,56,562539.615,6814014.119,147.207992553711
49,1200,58,562540.085,6814012.175,147.320999145508
49,1200,60,562540.555,6814010.231,147.324005126953
49,1200,62,562541.025,6814008.287,147.526992797852
49,1200,64,562541.495,6814006.343,147.361999511719
49,1200,66,562541.965,6814004.399,147.447006225586
49,1200,68,562542.435,6814002.455,147.442993164062
49,1200,70,562542.905,6814000.511,147.485000610352
48,1175,-100,562535.297,6814171.466,148.432006835938
48,1175,-98,562535.613,6814169.492,148.40299987793
48,1175,-96,562535.929,6814167.518,148.488998413086
48,1175,-94,562536.245,6814165.544,148.47900390625
48,1175,-92,562536.561,6814163.57,148.388000488281
48,1175,-90,562536.877,6814161.596,148.412994384766
48,1175,-88,562537.193,6814159.622,148.389007568359
48,1175,-86,562537.509,6814157.648,148.296005249023
48,1175,-84,562537.825,6814155.674,148.313995361328
48,1175,-82,562538.141,6814153.7,148.235000610352
48,1175,-80,562538.457,6814151.726,148.156005859375
48,1175,-78,562538.773,6814149.752,148.115997314453
48,1175,-76,562539.089,6814147.778,148.130996704102
48,1175,-74,562539.405,6814145.804,148.052001953125
48,1175,-72,562539.721,6814143.83,148.001007080078
48,1175,-70,562540.037,6814141.856,147.990005493164
48,1175,-68,562540.353,6814139.882,147.929992675781
48,1175,-66,562540.669,6814137.908,147.973007202148
48,1175,-64,562540.985,6814135.934,147.951995849609
48,1175,-62,562541.301,6814133.96,147.917007446289
48,1175,-60,562541.617,6814131.986,147.848999023438
48,1175,-58,562541.933,6814130.012,147.785995483398
48,1175,-56,562542.249,6814128.038,147.768005371094
48,1175,-54,562542.565,6814126.064,147.699996948242
48,1175,-52,562542.881,6814124.09,147.848999023438
48,1175,-50,562543.197,6814122.116,147.707992553711
48,1175,-48,562543.513,6814120.142,147.589996337891
48,1175,-46,562543.829,6814118.168,147.595001220703
48,1175,-44,562544.145,6814116.194,147.404998779297
48,1175,-42,562544.461,6814114.22,147.238998413086
48,1175,-40,562544.777,6814112.246,147.130996704102
48,1175,-38,562545.093,6814110.272,147.177993774414
48,1175,-36,562545.409,6814108.298,147.263000488281
48,1175,-34,562545.725,6814106.324,147.302993774414
48,1175,-32,562546.041,6814104.35,147.358993530273
48,1175,-30,562546.357,6814102.376,147.356994628906
48,1175,-28,562546.673,6814100.402,147.343994140625
48,1175,-26,562546.989,6814098.428,147.296997070312
48,1175,-24,562547.305,6814096.454,147.27099609375
48,1175,-22,562547.621,6814094.48,147.315994262695
48,1175,-20,562547.937,6814092.506,147.296997070312
48,1175,-18,562548.253,6814090.532,147.315002441406
48,1175,-16,562548.569,6814088.558,147.270004272461
48,1175,-14,562548.885,6814086.584,147.20100402832
48,1175,-12,562549.201,6814084.61,146.996002197266
48,1175,-10,562549.517,6814082.636,146.621994018555
48,1175,-8,562549.833,6814080.662,146.231994628906
48,1175,-6,562550.149,6814078.688,146.110992431641
48,1175,-4,562550.465,6814076.714,146.182006835938
48,1175,-2,562550.781,6814074.74,146.246002197266
48,1175,0,562551.097,6814072.766,146.136001586914
48,1175,2,562551.413,6814070.792,146.126998901367
48,1175,4,562551.729,6814068.818,146.324005126953
48,1175,6,562552.045,6814066.844,146.533004760742
48,1175,8,562552.361,6814064.87,146.680999755859
48,1175,10,562552.677,6814062.896,146.841995239258
48,1175,12,562552.993,6814060.922,146.878997802734
48,1175,14,562553.309,6814058.948,146.944000244141
48,1175,16,562553.625,6814056.974,146.867004394531
48,1175,18,562553.941,6814055,146.781005859375
48,1175,20,562554.257,6814053.026,146.712005615234
48,1175,22,562554.573,6814051.052,146.673004150391
48,1175,24,562554.889,6814049.078,146.531005859375
48,1175,26,562555.205,6814047.104,146.421997070312
48,1175,28,562555.521,6814045.13,146.606994628906
48,1175,30,562555.837,6814043.156,146.880996704102
48,1175,32,562556.153,6814041.182,146.707000732422
48,1175,34,562556.469,6814039.208,146.699005126953
48,1175,36,562556.785,6814037.234,146.708999633789
48,1175,38,562557.101,6814035.26,146.822006225586
48,1175,40,562557.417,6814033.286,146.811996459961
48,1175,42,562557.733,6814031.312,146.789001464844
48,1175,44,562558.049,6814029.338,146.949996948242
48,1175,46,562558.365,6814027.364,146.863006591797
48,1175,48,562558.681,6814025.39,146.973999023438
48,1175,50,562558.997,6814023.416,147.022994995117
48,1175,52,562559.313,6814021.442,147.167999267578
48,1175,54,562559.629,6814019.468,147.24299621582
48,1175,56,562559.945,6814017.494,147.188003540039
48,1175,58,562560.261,6814015.52,147.248992919922
48,1175,60,562560.577,6814013.546,147.319000244141
48,1175,62,562560.893,6814011.572,147.341995239258
48,1175,64,562561.209,6814009.598,147.339996337891
48,1175,66,562561.525,6814007.624,147.207000732422
48,1175,68,562561.841,6814005.65,147.436004638672
48,1175,70,562562.157,6814003.676,147.309005737305
48,1175,72,562562.473,6814001.702,147.410995483398
47,1150,-100,562564.306,6814175.758,148.352996826172
47,1150,-98,562564.536,6814173.772,148.319000244141
47,1150,-96,562564.766,6814171.786,148.259002685547
47,1150,-94,562564.996,6814169.8,148.330993652344
47,1150,-92,562565.226,6814167.814,148.188995361328
47,1150,-90,562565.456,6814165.828,148.164001464844
47,1150,-88,562565.686,6814163.842,148.149993896484
47,1150,-86,562565.916,6814161.856,148.046005249023
